address,neighbourhood,district,sqft_surface,bedrooms,bathrooms,new_construction,latitude,longitude,price
Quatre Carreres,Na Rovella ,Quatre Carreres,91.0,3,1,None,39.452959299999996,-0.3670913,94500.0
Patraix,Patraix ,Patraix,69.0,2,1,None,39.4600547,-0.3932433,86500.0
Patraix,Patraix ,Patraix,96.0,3,1,None,39.4600547,-0.3932433,120000.0
Benicalap,Benicalap ,Benicalap,80.0,3,1,None,39.491043499999996,-0.38952040000000004,80500.0
Benicalap,Benicalap ,Benicalap,85.0,3,1,None,39.491043499999996,-0.38952040000000004,74900.0
Benicalap,Benicalap ,Benicalap,95.0,2,1,None,39.491043499999996,-0.38952040000000004,85000.0
Ciutat Vella,El Carme ,Ciutat Vella,61.0,2,1,None,39.47822120000001,-0.3810013,122000.0
La Saïdia,Marxalenes ,La Saïdia,70.0,3,1,None,39.487948100000004,-0.3838063,118000.0
Quatre Carreres,En Corts ,Quatre Carreres,62.0,2,1,None,39.4569071,-0.3684821,89500.0
Patraix,Patraix ,Patraix,89.0,4,1,None,39.4600547,-0.3932433,113000.0
Rascanya,Torrefiel ,Rascanya,83.0,4,2,None,39.4946478,-0.376130279007177,119000.0
Campanar,Campanar ,Campanar,65.0,2,1,None,39.4830398,-0.4006583,119900.0
Benicalap,Ciutat Fallera ,Benicalap,72.0,3,1,None,39.5002224,-0.39209629999999995,66500.0
V,Tres Forques ,L'Olivereta,64.0,2,1,None,39.4654122,-0.4024209,40500.0
Benicalap,Benicalap ,Benicalap,95.0,4,1,None,39.491043499999996,-0.38952040000000004,120000.0
Poblats Marítims,El Cabanyal-El Canyamelar ,Poblats Marítims,64.0,3,1,None,39.4701544,-0.3323547,85000.0
Benicalap,Ciutat Fallera ,Benicalap,80.0,3,1,None,39.5002224,-0.39209629999999995,75000.0
Rascanya,Orriols ,Rascanya,90.0,3,1,None,39.4928951,-0.3708645,103000.0
Benicalap,Benicalap ,Benicalap,63.0,3,1,None,39.491043499999996,-0.38952040000000004,62500.0
Benicalap,Benicalap ,Benicalap,90.0,2,2,None,39.491043499999996,-0.38952040000000004,99000.0
Benimaclet,Camí de Vera ,Benimaclet,51.0,2,1,None,39.4874111,-0.3534157,79000.0
Patraix,Patraix ,Patraix,66.0,2,1,None,39.4600547,-0.3932433,110000.0
Benicalap,Benicalap ,Benicalap,80.0,3,2,None,39.491043499999996,-0.38952040000000004,112900.0
Benicalap,Benicalap ,Benicalap,85.0,3,2,None,39.491043499999996,-0.38952040000000004,99900.0
Valencia,La Punta ,Quatre Carreres,82.0,4,1,None,39.4438804,-0.34475859999999997,76933.0
Extramurs,La Petxina ,Extramurs,89.0,3,2,None,39.47328710000001,-0.39159829999999995,125000.0
Poblats Marítims,El Cabanyal-El Canyamelar ,Poblats Marítims,58.0,3,1,None,39.4701544,-0.3323547,130000.0
Benicalap,Ciutat Fallera ,Benicalap,72.0,3,1,None,39.5002224,-0.39209629999999995,66500.0
Quatre Carreres,En Corts ,Quatre Carreres,75.0,3,1,None,39.4569071,-0.3684821,80000.0
V,Tres Forques ,L'Olivereta,87.0,3,2,None,39.4654122,-0.4024209,128000.0
Patraix,Safranar ,Patraix,77.0,2,1,None,39.45766810000001,-0.3993935,110000.0
Quatre Carreres,Na Rovella ,Quatre Carreres,105.0,3,2,None,39.452959299999996,-0.3670913,129000.0
Patraix,Patraix ,Patraix,95.0,3,1,None,39.4600547,-0.3932433,117000.0
Valencia,Orriols ,Rascanya,80.0,3,1,None,39.4928951,-0.3708645,48000.0
Patraix,Vara de Quart ,Patraix,84.0,3,1,None,39.460069700000005,-0.4043545,116990.0
Valencia,La Torre ,Pobles del Sud,68.0,3,1,None,39.434090999999995,-0.3912965202989428,48800.0
Quatre Carreres,Na Rovella ,Quatre Carreres,105.0,3,2,None,39.452959299999996,-0.3670913,129000.0
Benicalap,Benicalap ,Benicalap,70.0,2,1,None,39.491043499999996,-0.38952040000000004,48000.0
Benimaclet,Benimaclet ,Benimaclet,75.0,3,1,None,39.487148,-0.3566225,79900.0
Campanar,El Calvari ,Campanar,81.0,2,1,None,39.487336299999996,-0.389406,71500.0
Poblats Marítims,La Malva-rosa ,Poblats Marítims,65.0,2,1,None,39.4802716,-0.32848190000000005,87000.0
Quatre Carreres,En Corts ,Quatre Carreres,78.0,3,1,None,39.4569071,-0.3684821,81000.0
Patraix,Safranar ,Patraix,92.0,3,1,None,39.45766810000001,-0.3993935,119000.0
Benicalap,Benicalap ,Benicalap,90.0,2,1,None,39.491043499999996,-0.38952040000000004,75000.0
Valencia,Vara de Quart ,Patraix,94.0,3,1,None,39.460069700000005,-0.4043545,121500.0
Valencia,Orriols ,Rascanya,47.0,3,1,None,39.4928951,-0.3708645,42800.0
Benicalap,Ciutat Fallera ,Benicalap,70.0,3,1,None,39.5002224,-0.39209629999999995,65500.0
Valencia,Benifaraig ,Pobles del Nord,145.0,2,2,None,39.5291251,-0.38540440000000004,112400.0
Patraix,Safranar ,Patraix,108.0,4,2,None,39.45766810000001,-0.3993935,132000.0
Valencia,Natzaret ,Poblats Marítims,98.0,4,1,None,39.448811600000006,-0.33382790000000007,61600.0
Benimaclet,Benimaclet ,Benimaclet,88.0,3,1,None,39.487148,-0.3566225,119000.0
Jesús,Sant Marcel·lí ,Jesús,94.0,4,1,None,39.445536499999996,-0.3904804,94950.0
Valencia,Benimàmet ,Pobles de l'Oest,66.0,2,1,None,39.502815999999996,-0.4210846,57000.0
Valencia,La Fontsanta ,L'Olivereta,58.0,2,1,None,39.4662538,-0.4074325,58900.0
Benimaclet,Benimaclet ,Benimaclet,86.0,4,1,None,39.487148,-0.3566225,124900.0
Valencia,Benicalap ,Benicalap,83.0,4,1,None,39.491043499999996,-0.38952040000000004,49400.0
Benicalap,Benicalap ,Benicalap,56.0,3,1,None,39.491043499999996,-0.38952040000000004,83000.0
Quatre Carreres,Montolivet ,Quatre Carreres,68.0,3,1,None,39.459287700000004,-0.36202140000000005,88500.0
Valencia,Montolivet ,Quatre Carreres,73.0,3,1,None,39.459287700000004,-0.36202140000000005,82700.0
Valencia,Marxalenes ,La Saïdia,65.0,3,1,None,39.487948100000004,-0.3838063,47800.0
Valencia,Ciutat Fallera ,Benicalap,62.0,2,1,None,39.5002224,-0.39209629999999995,59200.0
Patraix,Patraix ,Patraix,82.0,2,1,None,39.4600547,-0.3932433,123000.0
Valencia,El Cabanyal-El Canyamelar ,Poblats Marítims,65.0,2,1,None,39.4701544,-0.3323547,80000.0
Benicalap,Ciutat Fallera ,Benicalap,71.0,3,1,None,39.5002224,-0.39209629999999995,40034.0
Valencia,En Corts ,Quatre Carreres,65.0,2,1,None,39.4569071,-0.3684821,47000.0
Valencia,Fonteta de Sant Lluís ,Quatre Carreres,81.0,3,1,None,39.454653799999996,-0.37151890000000004,52900.0
Valencia,Orriols ,Rascanya,54.0,2,1,None,39.4928951,-0.3708645,43523.99999999999
Valencia,El Saler ,Pobles del Sud,94.0,3,1,None,39.383192799999996,-0.332889,100110.0
Valencia,El Grau ,Poblats Marítims,85.0,3,1,None,39.46046810000001,-0.3375307,82700.0
Valencia,Benicalap ,Benicalap,84.0,3,1,None,39.491043499999996,-0.38952040000000004,68313.0
Valencia,Na Rovella ,Quatre Carreres,72.0,3,1,None,39.452959299999996,-0.3670913,51300.0
Valencia,Benimàmet ,Pobles de l'Oest,52.0,3,1,None,39.502815999999996,-0.4210846,69300.0
Valencia,Faitanar ,Pobles del Sud,86.0,4,1,None,39.448223,-0.42980109999999994,56600.0
Jesús,Sant Marcel·lí ,Jesús,57.0,2,1,None,39.445536499999996,-0.3904804,57000.0
Benicalap,Benicalap ,Benicalap,77.0,2,1,None,39.491043499999996,-0.38952040000000004,125000.0
Valencia,Orriols ,Rascanya,73.0,3,1,None,39.4928951,-0.3708645,45200.0
Valencia,La Fontsanta ,L'Olivereta,58.0,3,1,None,39.4662538,-0.4074325,84300.0
Valencia,Orriols ,Rascanya,65.0,3,1,None,39.4928951,-0.3708645,39700.0
Valencia,Orriols ,Rascanya,80.0,3,1,None,39.4928951,-0.3708645,48300.0
Benicalap,Benicalap ,Benicalap,75.0,2,1,None,39.491043499999996,-0.38952040000000004,59000.0
Extramurs,El Botànic ,Extramurs,60.0,2,1,None,39.4737042,-0.38538340000000004,119000.0
Quatre Carreres,Na Rovella ,Quatre Carreres,105.0,3,2,None,39.452959299999996,-0.3670913,129000.0
Valencia,Ciutat Fallera ,Benicalap,73.0,3,1,None,39.5002224,-0.39209629999999995,43800.0
Valencia,El Castellar-L'Oliveral ,Pobles del Sud,108.0,3,1,None,39.42943295,-0.3670578686184312,82300.0
Benimaclet,Benimaclet ,Benimaclet,49.0,2,1,None,39.487148,-0.3566225,85000.0
Valencia,Tres Forques ,L'Olivereta,96.0,4,1,None,39.4654122,-0.4024209,86900.0
Benicalap,Benicalap ,Benicalap,54.0,3,1,None,39.491043499999996,-0.38952040000000004,60000.0
Benicalap,Benicalap ,Benicalap,81.0,3,1,None,39.491043499999996,-0.38952040000000004,88000.0
Valencia,Nou Moles ,L'Olivereta,83.0,3,1,None,39.4706037,-0.4023486,85700.0
Valencia,Orriols ,Rascanya,81.0,3,1,None,39.4928951,-0.3708645,83700.0
Valencia,Sant Francesc ,Ciutat Vella,139.0,4,1,None,39.4701823,-0.3755728,96200.0
Valencia,La Torre ,Pobles del Sud,50.0,3,1,None,39.434090999999995,-0.3912965202989428,54600.0
Valencia,Natzaret ,Poblats Marítims,80.0,2,1,None,39.448811600000006,-0.33382790000000007,36000.0
Valencia,Orriols ,Rascanya,90.0,3,1,None,39.4928951,-0.3708645,43200.0
Patraix,Patraix ,Patraix,109.0,3,1,None,39.4600547,-0.3932433,110000.0
Benicalap,Benicalap ,Benicalap,60.0,1,1,None,39.491043499999996,-0.38952040000000004,124000.0
Patraix,Patraix ,Patraix,95.0,3,1,None,39.4600547,-0.3932433,119000.0
Valencia,La Torre ,Pobles del Sud,122.0,4,1,None,39.434090999999995,-0.3912965202989428,79000.0
Patraix,Patraix ,Patraix,94.0,3,1,None,39.4600547,-0.3932433,130000.0
Benimaclet,Benimaclet ,Benimaclet,64.0,3,1,None,39.487148,-0.3566225,130000.0
Benicalap,Benicalap ,Benicalap,107.0,3,1,None,39.491043499999996,-0.38952040000000004,75000.0
Poblats Marítims,El Cabanyal-El Canyamelar ,Poblats Marítims,65.0,3,1,None,39.4701544,-0.3323547,85000.0
Benimaclet,Benimaclet ,Benimaclet,62.0,2,1,None,39.487148,-0.3566225,125000.0
Benicalap,Benicalap ,Benicalap,67.0,3,1,None,39.491043499999996,-0.38952040000000004,74900.0
Benicalap,Benicalap ,Benicalap,73.0,3,1,None,39.491043499999996,-0.38952040000000004,99900.0
Benicalap,Benicalap ,Benicalap,70.0,2,1,None,39.491043499999996,-0.38952040000000004,69000.0
Patraix,Patraix ,Patraix,76.0,3,1,None,39.4600547,-0.3932433,125000.0
Rascanya,Torrefiel ,Rascanya,65.0,3,1,None,39.4946478,-0.376130279007177,62000.0
Benicalap,Benicalap ,Benicalap,85.0,3,1,None,39.491043499999996,-0.38952040000000004,128000.0
Benicalap,Benicalap ,Benicalap,105.0,3,1,None,39.491043499999996,-0.38952040000000004,103990.0
Benicalap,Benicalap ,Benicalap,69.0,3,1,None,39.491043499999996,-0.38952040000000004,89000.0
Benicalap,Benicalap ,Benicalap,70.0,3,1,None,39.491043499999996,-0.38952040000000004,89500.0
Benicalap,Benicalap ,Benicalap,85.0,2,1,None,39.491043499999996,-0.38952040000000004,105000.0
Valencia,El Perellonet ,Pobles del Sud,54.0,3,1,None,39.307241,-0.2964027,87542.99999999997
Valencia,Benimàmet ,Pobles de l'Oest,115.0,3,2,None,39.502815999999996,-0.4210846,120000.0
Sant Isidre,Sant Isidre ,Patraix,105.0,3,2,None,39.454018100000006,-0.40280390000000005,129699.99999999999
Torrefiel,Torrefiel ,Rascanya,120.0,4,2,None,39.4946478,-0.376130279007177,90000.0
Nou Moles,Nou Moles ,L'Olivereta,74.0,2,1,None,39.4706037,-0.4023486,102000.0
Sant Isidre,Sant Isidre ,Patraix,85.0,3,1,None,39.454018100000006,-0.40280390000000005,85500.0
Ciutat Jardí,Ciutat Jardí ,Algirós,89.0,3,1,None,39.471243900000005,-0.3460483,108900.0
Nou Moles,Nou Moles ,L'Olivereta,44.0,2,1,None,39.4706037,-0.4023486,68000.0
Albors,Albors ,Camins al Grau,102.0,4,1,None,39.463404,-0.34741279999999997,129900.0
Nou Moles,Nou Moles ,L'Olivereta,95.0,3,2,None,39.4706037,-0.4023486,130000.0
Aiora,Aiora ,Camins al Grau,65.0,3,1,None,39.46649015,-0.33926273895348946,65000.0
Aiora,Aiora ,Camins al Grau,102.0,3,1,None,39.46649015,-0.33926273895348946,99900.0
Fonteta de Sant Lluís,Fonteta de Sant Lluís ,Quatre Carreres,85.0,3,1,None,39.454653799999996,-0.37151890000000004,85000.0
Albors,Albors ,Camins al Grau,51.0,2,1,None,39.463404,-0.34741279999999997,73500.0
Les Tendetes,Les Tendetes ,Campanar,72.0,2,1,None,39.482569,-0.386126,115000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,46.0,1,1,None,39.4701544,-0.3323547,75000.0
Malilla,Malilla ,Quatre Carreres,45.0,1,1,None,39.4491066,-0.3755987,130000.0
Arrancapins,Arrancapins ,Extramurs,74.0,2,1,None,39.466506700000004,-0.3855,121000.0
Ciutat Universitària,Ciutat Universitària ,El Pla del Real,90.0,3,1,None,39.477985,-0.3601115,129000.0
Favara,Favara ,Patraix,69.0,3,1,None,39.4553614,-0.3937541,67500.0
Russafa,Russafa ,L'Eixample,69.0,3,1,None,39.4615201,-0.3725595,129000.0
Torrefiel,Torrefiel ,Rascanya,85.0,3,1,None,39.4946478,-0.376130279007177,66000.0
Torrefiel,Torrefiel ,Rascanya,100.0,4,1,None,39.4946478,-0.376130279007177,83000.0
El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,91.0,3,1,None,39.42943295,-0.3670578686184312,75000.0
La Fontsanta,La Fontsanta ,L'Olivereta,85.0,3,1,None,39.4662538,-0.4074325,91500.0
Nou Moles,Nou Moles ,L'Olivereta,93.0,4,1,None,39.4706037,-0.4023486,125000.0
Tres Forques,Tres Forques ,L'Olivereta,86.0,3,1,None,39.4654122,-0.4024209,85500.0
Sant Antoni,Sant Antoni ,La Saïdia,77.0,3,1,None,39.4886268,-0.3725981,115000.0
Torrefiel,Torrefiel ,Rascanya,70.0,3,1,None,39.4946478,-0.376130279007177,62000.0
Sant Isidre,Sant Isidre ,Patraix,93.0,4,1,None,39.454018100000006,-0.40280390000000005,128000.0
La Creu del Grau,La Creu del Grau ,Camins al Grau,68.0,2,1,None,39.46031355,-0.34172347035523554,87000.0
Favara,Favara ,Patraix,75.0,3,1,None,39.4553614,-0.3937541,127500.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,70.0,3,1,None,39.4701544,-0.3323547,129000.0
Natzaret,Natzaret ,Poblats Marítims,68.0,2,1,None,39.448811600000006,-0.33382790000000007,60000.0
Faitanar,Faitanar ,Pobles del Sud,88.0,3,1,None,39.448223,-0.42980109999999994,55000.0
La Seu,La Seu ,Ciutat Vella,83.0,3,1,None,39.4770971,-0.3753143,130000.0
Torrefiel,Torrefiel ,Rascanya,78.0,3,1,None,39.4946478,-0.376130279007177,72000.0
Na Rovella,Na Rovella ,Quatre Carreres,70.0,3,1,None,39.452959299999996,-0.3670913,80000.0
Aiora,Aiora ,Camins al Grau,62.0,2,1,None,39.46649015,-0.33926273895348946,95000.0
Torrefiel,Torrefiel ,Rascanya,108.0,4,1,None,39.4946478,-0.376130279007177,105000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,106.0,3,1,None,39.4701544,-0.3323547,129000.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,48.0,2,1,None,39.445536499999996,-0.3904804,85000.0
El Perellonet,El Perellonet ,Pobles del Sud,62.0,2,1,None,39.307241,-0.2964027,49900.0
Marxalenes,Marxalenes ,La Saïdia,82.0,3,1,None,39.487948100000004,-0.3838063,100000.0
Nou Moles,Nou Moles ,L'Olivereta,85.0,3,1,None,39.4706037,-0.4023486,120000.0
Na Rovella,Na Rovella ,Quatre Carreres,90.0,2,1,None,39.452959299999996,-0.3670913,90000.0
La Creu del Grau,La Creu del Grau ,Camins al Grau,80.0,3,1,None,39.46031355,-0.34172347035523554,110000.0
Ciutat Fallera,Ciutat Fallera ,Benicalap,68.0,3,1,None,39.5002224,-0.39209629999999995,99900.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,65.0,2,1,None,39.445536499999996,-0.3904804,89000.0
En Corts,En Corts ,Quatre Carreres,70.0,3,1,None,39.4569071,-0.3684821,80000.0
Beteró,Beteró ,Poblats Marítims,74.0,2,1,None,39.47257929999999,-0.3349228,69900.0
El Perellonet,El Perellonet ,Pobles del Sud,80.0,2,1,None,39.307241,-0.2964027,125000.0
Tres Forques,Tres Forques ,L'Olivereta,90.0,3,1,None,39.4654122,-0.4024209,79900.0
Tormos,Tormos ,La Saïdia,69.0,3,1,None,39.4903474,-0.3779152,67000.0
Malilla,Malilla ,Quatre Carreres,78.0,2,1,None,39.4491066,-0.3755987,118000.0
Na Rovella,Na Rovella ,Quatre Carreres,105.0,3,2,None,39.452959299999996,-0.3670913,129000.0
Marxalenes,Marxalenes ,La Saïdia,66.0,3,1,None,39.487948100000004,-0.3838063,55000.0
Malilla,Malilla ,Quatre Carreres,95.0,2,1,None,39.4491066,-0.3755987,130000.0
Nou Moles,Nou Moles ,L'Olivereta,80.0,2,1,None,39.4706037,-0.4023486,129500.0
Sant Antoni,Sant Antoni ,La Saïdia,110.0,4,2,None,39.4886268,-0.3725981,130000.0
Favara,Favara ,Patraix,70.0,3,1,None,39.4553614,-0.3937541,83000.0
Marxalenes,Marxalenes ,La Saïdia,89.0,3,1,None,39.487948100000004,-0.3838063,85000.0
El Botànic,El Botànic ,Extramurs,71.0,4,1,None,39.4737042,-0.38538340000000004,125000.0
Tres Forques,Tres Forques ,L'Olivereta,100.0,3,1,None,39.4654122,-0.4024209,85000.0
Na Rovella,Na Rovella ,Quatre Carreres,105.0,3,2,None,39.452959299999996,-0.3670913,129000.0
Nou Moles,Nou Moles ,L'Olivereta,82.0,2,1,None,39.4706037,-0.4023486,126000.0
Tormos,Tormos ,La Saïdia,68.0,2,1,None,39.4903474,-0.3779152,63000.0
El Perellonet,El Perellonet ,Pobles del Sud,80.0,2,1,None,39.307241,-0.2964027,122000.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,91.0,4,1,None,39.445536499999996,-0.3904804,115000.0
Torrefiel,Torrefiel ,Rascanya,90.0,2,1,None,39.4946478,-0.376130279007177,96000.0
Albors,Albors ,Camins al Grau,55.0,2,1,None,39.463404,-0.34741279999999997,130000.0
El Grau,El Grau ,Poblats Marítims,74.0,3,1,None,39.46046810000001,-0.3375307,130000.0
Vara de Quart,Vara de Quart ,Patraix,93.0,1,2,None,39.460069700000005,-0.4043545,127000.0
Nou Moles,Nou Moles ,L'Olivereta,84.0,2,1,None,39.4706037,-0.4023486,120000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,113.0,3,1,None,39.4701544,-0.3323547,125000.0
El Carme,El Carme ,Ciutat Vella,50.0,2,1,None,39.47822120000001,-0.3810013,79000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,140.0,2,1,None,39.4701544,-0.3323547,125000.0
La Creu del Grau,La Creu del Grau ,Camins al Grau,98.0,3,1,None,39.46031355,-0.34172347035523554,120000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,59.0,3,1,None,39.4701544,-0.3323547,79000.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,101.0,3,2,None,39.445536499999996,-0.3904804,132000.0
Vara de Quart,Vara de Quart ,Patraix,80.0,3,1,None,39.460069700000005,-0.4043545,127000.0
Orriols,Orriols ,Rascanya,70.0,3,1,None,39.4928951,-0.3708645,64000.0
Beniferri,Beniferri ,Pobles de l'Oest,65.0,1,1,None,39.4945495,-0.40648190000000006,120000.0
Orriols,Orriols ,Rascanya,87.0,4,1,None,39.4928951,-0.3708645,58000.0
Natzaret,Natzaret ,Poblats Marítims,60.0,2,1,None,39.448811600000006,-0.33382790000000007,80000.0
Nou Moles,Nou Moles ,L'Olivereta,93.0,4,1,None,39.4706037,-0.4023486,125000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,65.0,2,1,None,39.4701544,-0.3323547,110000.0
Tres Forques,Tres Forques ,L'Olivereta,83.0,3,1,None,39.4654122,-0.4024209,104500.0
Nou Moles,Nou Moles ,L'Olivereta,99.0,3,2,None,39.4706037,-0.4023486,82000.0
El Perellonet,El Perellonet ,Pobles del Sud,94.0,2,2,None,39.307241,-0.2964027,130000.0
La Creu del Grau,La Creu del Grau ,Camins al Grau,98.0,3,1,None,39.46031355,-0.34172347035523554,120000.0
Na Rovella,Na Rovella ,Quatre Carreres,114.0,3,1,None,39.452959299999996,-0.3670913,119900.0
El Grau,El Grau ,Poblats Marítims,80.0,2,1,None,39.46046810000001,-0.3375307,125000.0
En Corts,En Corts ,Quatre Carreres,70.0,3,1,None,39.4569071,-0.3684821,80000.0
El Perellonet,El Perellonet ,Pobles del Sud,50.0,1,1,None,39.307241,-0.2964027,70000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,67.0,2,1,None,39.4701544,-0.3323547,130000.0
Benimàmet,Benimàmet ,Pobles de l'Oest,80.0,3,1,None,39.502815999999996,-0.4210846,60000.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,91.0,3,2,None,39.445536499999996,-0.3904804,127000.0
Nou Moles,Nou Moles ,L'Olivereta,69.0,2,1,None,39.4706037,-0.4023486,95000.0
Tormos,Tormos ,La Saïdia,69.0,3,1,None,39.4903474,-0.3779152,69900.0
La Creu del Grau,La Creu del Grau ,Camins al Grau,70.0,2,1,None,39.46031355,-0.34172347035523554,90000.0
Ciutat Jardí,Ciutat Jardí ,Algirós,89.0,3,1,None,39.471243900000005,-0.3460483,108900.0
Arrancapins,Arrancapins ,Extramurs,64.0,3,1,None,39.466506700000004,-0.3855,79900.0
Ciutat Fallera,Ciutat Fallera ,Benicalap,90.0,3,2,None,39.5002224,-0.39209629999999995,87000.0
Morvedre,Morvedre ,La Saïdia,55.0,2,1,None,39.4842793,-0.37553200000000003,51000.0
Torrefiel,Torrefiel ,Rascanya,115.0,4,2,None,39.4946478,-0.376130279007177,116000.0
El Perellonet,El Perellonet ,Pobles del Sud,50.0,1,1,None,39.307241,-0.2964027,66000.0
Torrefiel,Torrefiel ,Rascanya,54.0,2,1,None,39.4946478,-0.376130279007177,100000.0
Ciutat Fallera,Ciutat Fallera ,Benicalap,73.0,3,1,None,39.5002224,-0.39209629999999995,53000.0
Benimàmet,Benimàmet ,Pobles de l'Oest,75.0,3,1,None,39.502815999999996,-0.4210846,45000.0
Torrefiel,Torrefiel ,Rascanya,95.0,3,1,None,39.4946478,-0.376130279007177,103000.0
Nou Moles,Nou Moles ,L'Olivereta,93.0,4,1,None,39.4706037,-0.4023486,110000.0
Malilla,Malilla ,Quatre Carreres,110.0,4,2,None,39.4491066,-0.3755987,115000.0
La Malva,La Malva-rosa ,Poblats Marítims,60.0,3,2,None,39.4802716,-0.32848190000000005,120000.0
Torrefiel,Torrefiel ,Rascanya,74.0,3,1,None,39.4946478,-0.376130279007177,50000.0
El Grau,El Grau ,Poblats Marítims,70.0,3,1,None,39.46046810000001,-0.3375307,95000.0
Nou Moles,Nou Moles ,L'Olivereta,76.0,3,1,None,39.4706037,-0.4023486,118000.0
Tormos,Tormos ,La Saïdia,77.0,3,1,None,39.4903474,-0.3779152,108000.0
Nou Moles,Nou Moles ,L'Olivereta,77.0,3,1,None,39.4706037,-0.4023486,128000.0
Nou Moles,Nou Moles ,L'Olivereta,86.0,3,1,None,39.4706037,-0.4023486,85000.0
La Creu del Grau,La Creu del Grau ,Camins al Grau,98.0,3,1,None,39.46031355,-0.34172347035523554,120000.0
Torrefiel,Torrefiel ,Rascanya,78.0,3,1,None,39.4946478,-0.376130279007177,106000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,90.0,3,1,None,39.4701544,-0.3323547,99000.0
Aiora,Aiora ,Camins al Grau,62.0,3,1,None,39.46649015,-0.33926273895348946,95000.0
Nou Moles,Nou Moles ,L'Olivereta,78.0,2,1,None,39.4706037,-0.4023486,110000.0
Tres Forques,Tres Forques ,L'Olivereta,79.0,3,1,None,39.4654122,-0.4024209,70000.0
Nou Moles,Nou Moles ,L'Olivereta,72.0,3,1,None,39.4706037,-0.4023486,110000.0
Aiora,Aiora ,Camins al Grau,82.0,3,1,None,39.46649015,-0.33926273895348946,91900.0
Aiora,Aiora ,Camins al Grau,63.0,2,1,None,39.46649015,-0.33926273895348946,65000.0
Marxalenes,Marxalenes ,La Saïdia,69.0,3,1,None,39.487948100000004,-0.3838063,67000.0
Orriols,Orriols ,Rascanya,62.0,2,1,None,39.4928951,-0.3708645,63000.0
Vara de Quart,Vara de Quart ,Patraix,73.0,3,1,None,39.460069700000005,-0.4043545,82700.0
L'Illa Perduda,L'Illa Perduda ,Algirós,84.0,3,1,None,39.469624200000005,-0.3407668,99000.0
La Creu del Grau,La Creu del Grau ,Camins al Grau,102.0,4,1,None,39.46031355,-0.34172347035523554,124900.0
La Torre,La Torre ,Pobles del Sud,87.0,4,1,None,39.434090999999995,-0.3912965202989428,98000.0
La Creu del Grau,La Creu del Grau ,Camins al Grau,68.0,2,1,None,39.46031355,-0.34172347035523554,87000.0
La Creu del Grau,La Creu del Grau ,Camins al Grau,102.0,4,1,None,39.46031355,-0.34172347035523554,124900.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,60.0,2,1,None,39.445536499999996,-0.3904804,46998.99999999999
La Creu del Grau,La Creu del Grau ,Camins al Grau,98.0,3,1,None,39.46031355,-0.34172347035523554,115000.0
Torrefiel,Torrefiel ,Rascanya,92.0,3,1,None,39.4946478,-0.376130279007177,130000.0
Torrefiel,Torrefiel ,Rascanya,74.0,3,1,None,39.4946478,-0.376130279007177,130000.0
Montolivet,Montolivet ,Quatre Carreres,90.0,3,1,None,39.459287700000004,-0.36202140000000005,119900.0
Beteró,Beteró ,Poblats Marítims,86.0,3,1,None,39.47257929999999,-0.3349228,89900.0
Nou Moles,Nou Moles ,L'Olivereta,112.0,3,1,None,39.4706037,-0.4023486,105000.0
El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,67.0,3,1,None,39.42943295,-0.3670578686184312,75000.0
Torrefiel,Torrefiel ,Rascanya,4.0,2,2,None,39.4946478,-0.376130279007177,110900.0
Na Rovella,Na Rovella ,Quatre Carreres,82.0,3,1,None,39.452959299999996,-0.3670913,122000.0
Beteró,Beteró ,Poblats Marítims,86.0,3,1,None,39.47257929999999,-0.3349228,89900.0
Beteró,Beteró ,Poblats Marítims,74.0,2,1,None,39.47257929999999,-0.3349228,120000.0
Aiora,Aiora ,Camins al Grau,85.0,3,1,None,39.46649015,-0.33926273895348946,124900.0
Nou Moles,Nou Moles ,L'Olivereta,93.0,4,1,None,39.4706037,-0.4023486,110000.0
Sant Isidre,Sant Isidre ,Patraix,91.0,3,1,None,39.454018100000006,-0.40280390000000005,100110.0
Trinitat,Trinitat ,La Saïdia,78.0,3,1,None,39.4825907,-0.3697649,129000.0
Arrancapins,Arrancapins ,Extramurs,75.0,3,1,None,39.466506700000004,-0.3855,115000.0
Orriols,Orriols ,Rascanya,53.0,1,1,None,39.4928951,-0.3708645,90000.0
