address,neighbourhood,district,sqft_surface,bedrooms,bathrooms,new_construction,latitude,longitude,price
L'olivereta ,Tres Forques ,L'Olivereta,90.0,3,1,None,39.470655900000004,-0.39619590000000005,119000.0
calle de Noguera,La Creu del Grau ,Camins al Grau,110.0,4,1,None,39.4611738,-0.3422342,120000.0
calle de Archena,Soternes ,L'Olivereta,73.0,3,1,None,39.4723435,-0.40891750000000004,90500.0
Carrer del Periodista Gil Sumbiela,Benicalap ,Benicalap,97.0,3,2,None,39.4934831,-0.3898259,129000.0
calle de Baeza,Orriols ,Rascanya,80.0,4,1,None,39.4929499,-0.372652,69900.0
calle de Paco Sanz,L'Hort de Senabre ,Jesús,93.0,3,1,None,39.4496635,-0.3922036,85600.0
Carrer de Sant Joan Bosco,Orriols ,Rascanya,65.0,2,1,None,39.497457700000005,-0.3692689,82000.0
calle de Méndez Núñez,El Grau ,Poblats Marítims,54.0,2,1,None,39.4596464,-0.3376882,63000.0
Avenida de las Gaviotas,El Perellonet ,Pobles del Sud,75.0,3,1,None,39.2940611,-0.28714470000000003,87542.99999999997
Avenida de la Constitución,Tormos ,La Saïdia,85.0,3,1,None,39.4860601,-0.37824990000000003,89000.0
calle de Palma de Gandía,Benifaraig ,Pobles del Nord,145.0,2,2,None,39.5284524,-0.384261,112400.0
Carrer Lorca,Nou Moles ,L'Olivereta,95.0,2,1,None,39.4689246,-0.39164829999999995,92900.0
Avinguda del CID,Tres Forques ,L'Olivereta,85.0,3,1,None,39.4685471,-0.3979341,85000.0
El Cabanyal,El Grau ,Poblats Marítims,3.0,1,1,None,39.4701544,-0.3323547,109000.0
calle de Ramiro de Maeztu,Aiora ,Camins al Grau,91.0,3,1,None,39.466581700000006,-0.3452626,125000.0
Plaza de Segovia,L'Hort de Senabre ,Jesús,95.0,2,1,None,39.44879395,-0.39117312042678426,120000.0
Carrer del Doctor Navarro Gil,Torrefiel ,Rascanya,68.0,3,1,None,39.495605100000006,-0.37345120000000004,39000.0
calle de Fos,Sant Francesc ,Ciutat Vella,59.0,2,1,None,39.4790025,-0.3793634,99000.0
Avenida Amado Granell Mesado,Montolivet ,Quatre Carreres,80.0,3,1,None,39.4597989,-0.36550509999999997,117000.0
Avenida de la Constitución,Sant Antoni ,La Saïdia,118.0,2,2,None,39.4860601,-0.37824990000000003,130000.0
Carrer de la República Argentina,L'Amistat ,Algirós,65.0,3,2,None,39.4722334,-0.35182129999999995,105000.0
Ciutat Fallera,Benicalap ,Benicalap,73.0,3,1,None,39.5002224,-0.39209629999999995,54000.0
calle del Padre Ferris,Les Tendetes ,Campanar,72.0,2,1,None,39.4855461,-0.3866157,105000.0
Carrer de les Acàcies,Benicalap ,Benicalap,67.0,3,1,None,39.490992,-0.3882599,74900.0
Carrer de les Acàcies,Benicalap ,Benicalap,67.0,2,1,None,39.490992,-0.3882599,75000.0
calle de los Leones,Ciutat Jardí ,Algirós,76.0,3,1,None,39.4678648,-0.3477092,119000.0
Avinguda del CID,Nou Moles ,L'Olivereta,71.0,3,1,None,39.4685471,-0.3979341,127000.0
** Na  Rovella ,Na Rovella ,Quatre Carreres,105.0,3,2,None,39.452959299999996,-0.3670913,129000.0
Avinguda de Pius XII,Benicalap ,Benicalap,70.0,2,1,None,39.4855314,-0.3956108,110000.0
Carrer de Llanera de Ranes,L'Hort de Senabre ,Jesús,92.0,3,1,None,39.4540223,-0.3907952,79000.0
calle José Grollo,Benicalap ,Benicalap,132.0,4,2,None,39.489005299999995,-0.3880194,115000.0
Carrer de l'Arquitecte Rodríguez,Sant Llorenç ,Rascanya,54.0,3,1,None,39.493701200000004,-0.3693706,43524.0
Avinguda de Pérez Galdós,Arrancapins ,Extramurs,70.0,1,1,None,39.468856200000005,-0.391392,75000.0
Avinguda de Tres Forques,Tres Forques ,L'Olivereta,102.0,3,1,None,39.4637178,-0.4053235,120000.0
calle del Doctor Lluch,El Cabanyal-El Canyamelar ,Poblats Marítims,102.0,4,1,None,39.4696455,-0.32802529999999996,120000.0
calle de Archena,Soternes ,L'Olivereta,73.0,3,1,None,39.4723435,-0.40891750000000004,90500.0
calle San Juan de La Peña,Orriols ,Rascanya,55.0,1,1,None,39.4956023,-0.3691913,59500.0
Carrer del Pintor Matarana,Benicalap ,Benicalap,69.0,2,1,None,39.494452100000004,-0.39121849999999997,89000.0
Avenida de la Estación,Benimàmet ,Pobles de l'Oest,104.0,4,2,None,39.5006891,-0.42238180000000003,90000.0
calle San Juan de La Peña,Orriols ,Rascanya,80.0,3,1,None,39.4956023,-0.3691913,67000.0
Avinguda de Pérez Galdós,Nou Moles ,L'Olivereta,84.0,2,1,None,39.4679698,-0.3908855,94000.0
Avinguda de Pérez Galdós,Arrancapins ,Extramurs,85.0,3,1,None,39.468856200000005,-0.391392,91500.0
calle de Planas,En Corts ,Quatre Carreres,80.0,3,1,None,39.4570166,-0.3704539,80000.0
calle Plus Ultra,En Corts ,Quatre Carreres,82.0,2,1,None,39.455102399999994,-0.37369359999999996,80000.0
Carrer de Pedro Cabanes,Torrefiel ,Rascanya,110.0,4,2,None,39.4953518,-0.3726184,120000.0
calle de Alabau,El Forn d'Alcedo ,Pobles del Sud,104.0,3,1,None,39.4329255,-0.37584570000000006,85000.0
València,Morvedre ,La Saïdia,95.0,3,1,None,39.47928520000001,-0.3710048065075536,120000.0
calle de Villanueva de Castellón,Tormos ,La Saïdia,69.0,2,2,None,39.488707399999996,-0.3790048,67000.0
Avinguda Real de Madrid,La Torre ,Pobles del Sud,108.0,3,1,None,39.429821200000006,-0.39292,71500.0
calle de la Barraca,El Cabanyal-El Canyamelar ,Poblats Marítims,46.0,1,1,None,39.468944799999996,-0.32915229999999995,115000.0
Marxalenes,Tormos ,La Saïdia,60.0,2,1,None,39.487948100000004,-0.3838063,58000.0
Avenida de Gaspar Aguilar,Safranar ,Patraix,80.0,3,1,None,39.456455600000005,-0.3905626,99900.0
Carrer de la Florista,Ciutat Fallera ,Benicalap,82.0,3,3,None,39.490300399999995,-0.39161399999999996,99000.0
Carrer de Beatriz Tortosa,L'Amistat ,Algirós,46.0,1,1,None,39.4716769,-0.3492002,118000.0
Carrer de Higinio Noja 'Professor,La Creu del Grau ,Camins al Grau,79.0,3,1,None,39.4610612,-0.346583,130000.0
calle de la Barraca,El Cabanyal-El Canyamelar ,Poblats Marítims,48.0,1,1,None,39.468944799999996,-0.32915229999999995,115000.0
calle del Doctor Lluch,El Cabanyal-El Canyamelar ,Poblats Marítims,58.0,1,1,None,39.4696455,-0.32802529999999996,126000.0
calle de Francisco Moreno Usedo,Nou Moles ,L'Olivereta,106.0,4,1,None,39.472195,-0.397144,84000.0
calle de Rafael Albiñana,Na Rovella ,Quatre Carreres,67.0,3,1,None,39.4515409,-0.3699037,74000.0
calle del Ninot,Ciutat Fallera ,Benicalap,69.0,2,1,None,39.5010918,-0.3939189,82000.0
calle de Conchita Piquer,El Calvari ,Campanar,80.0,2,1,None,39.4864508,-0.39125679999999996,71500.0
Carrer del Ministre Lluís Mayans,Sant Antoni ,La Saïdia,85.0,2,1,None,39.4871439,-0.3713012,118000.0
calle de Joaquín Navarro,L'Hort de Senabre ,Jesús,80.0,3,1,None,39.4530162,-0.38808909999999996,87000.0
Carrer del Archiduque Carlos,Patraix ,Patraix,86.0,3,1,None,39.465585499999996,-0.39428070000000004,119000.0
Carrer de l'Arquitecte Tolsá,Orriols ,Rascanya,80.0,3,1,None,39.4941623,-0.36836090000000005,44500.0
Plaza de la Colonia Española de Méjico,La Fontsanta ,L'Olivereta,64.0,3,1,None,39.463700200000005,-0.41002269999999996,43000.0
calle de Nicolau Primitiu Gómez Serrano,Sant Isidre ,Patraix,105.0,3,2,None,39.4536224,-0.40153140000000004,113500.0
calle de Paco Sanz,L'Hort de Senabre ,Jesús,107.0,4,2,None,39.4496635,-0.3922036,115000.0
Avinguda de Burjasot,Ciutat Fallera ,Benicalap,87.0,3,1,None,39.4885349,-0.3894175,48000.0
Avinguda de les Balears,Penya-roja ,Camins al Grau,81.0,3,1,None,39.45942410000001,-0.3418679,129000.0
calle Dr Rodriguez de La Fuente,Torrefiel ,Rascanya,73.0,3,1,None,39.4964448,-0.3777768,68000.0
calle de Elías Tormo,Benimàmet ,Pobles de l'Oest,92.0,2,1,None,39.500935,-0.4193872,65000.0
calle de Daroca,Orriols ,Rascanya,61.0,3,1,None,39.496042700000004,-0.36878829999999996,53000.0
calle de la Democracia,Nou Moles ,L'Olivereta,95.0,4,1,None,39.4726907,-0.4073637,125000.0
calle de Esteban Ballester,Beteró ,Poblats Marítims,78.0,4,1,None,39.47230029999999,-0.3362175,115000.0
calle Carrer de La Mare de Déu del Puig,El Grau ,Poblats Marítims,52.0,2,1,None,39.46211629999999,-0.33627740000000006,120000.0
None,La Malva-rosa ,Poblats Marítims,70.0,2,1,None,39.45315745,-0.3294055196053526,112000.0
calle Carrer de L''assutzena,Benicalap ,Benicalap,81.0,2,1,None,39.492731,-0.3907907,99000.0
Carrer de Llanera de Ranes,L'Hort de Senabre ,Jesús,90.0,3,1,None,39.4540223,-0.3907952,105000.0
calle de Gaspar Torrella,Favara ,Patraix,102.0,3,1,None,39.4533532,-0.3924237,97000.0
València,Fonteta de Sant Lluís ,Quatre Carreres,55.0,1,1,None,39.45304950000001,-0.3471809710255356,130000.0
calle del Pintor Maella,La Creu del Grau ,Camins al Grau,68.0,3,1,None,39.4637156,-0.3463579,109000.0
calle del Retor,Montolivet ,Quatre Carreres,77.0,3,1,None,39.4581091,-0.3670487,75000.0
Carrer d'Albocàsser,Benimaclet ,Benimaclet,69.0,3,1,None,39.486868,-0.36398420000000004,124000.0
València,Beteró ,Poblats Marítims,87.0,3,1,None,39.46748579999999,-0.32947150000000003,97000.0
Carrer de Mendoza,La Seu ,Ciutat Vella,37.0,1,1,None,39.4762705,-0.3778072,90000.0
Lolivereta,Nou Moles ,L'Olivereta,69.0,3,1,None,39.470655900000004,-0.39619590000000005,120000.0
Carrer de la República Argentina,L'Amistat ,Algirós,73.0,3,1,None,39.4722334,-0.35182129999999995,128000.0
Avinguda del CID,Nou Moles ,L'Olivereta,98.0,3,2,None,39.4685471,-0.3979341,118900.0
calle del Castillo de Corbera,La Torre ,Pobles del Sud,74.0,3,1,None,39.4363977,-0.393471,55000.0
Carrer d'Albocàsser,Benimaclet ,Benimaclet,75.0,3,1,None,39.486868,-0.36398420000000004,126000.0
Avenida de la Constitución,Orriols ,Rascanya,64.0,3,1,None,39.493143100000005,-0.3732987,70000.0
Avinguda de Burjasot,Benicalap ,Benicalap,66.0,2,1,None,39.4885349,-0.3894175,85500.0
calle de Forata,L'Hort de Senabre ,Jesús,80.0,2,1,None,39.45098529999999,-0.3940114,105000.0
calle Carrer de Vicent Brull,El Cabanyal-El Canyamelar ,Poblats Marítims,63.0,3,1,None,39.4630934,-0.3331228,75000.0
Carrer de Pedro Cabanes,Orriols ,Rascanya,85.0,3,1,None,39.4953518,-0.3726184,62000.0
Avinguda del General Avilés,Campanar ,Campanar,78.0,3,1,None,39.4870063,-0.3932737,110000.0
Borboto ,Borbotó ,Pobles del Nord,290.0,4,1,None,39.5154755,-0.3902992,130000.0
calle Pedro Patricio Mey,Torrefiel ,Rascanya,85.0,2,1,None,39.4924092,-0.37782009999999994,96000.0
calle del Horticultor Galán,Marxalenes ,La Saïdia,69.0,1,1,None,39.488097499999995,-0.37980040000000004,56000.0
calle de Vicente La Roda,La Malva-rosa ,Poblats Marítims,80.0,2,1,None,39.479597999999996,-0.3285192,110000.0
calle de Pedro de Luna,La Torre ,Pobles del Sud,68.0,3,1,None,39.4335037,-0.39048740000000004,36000.0
Carrer de Cuba,Russafa ,L'Eixample,50.0,1,1,None,39.4598391,-0.375544,125000.0
Carrer de Carolina Álvarez,La Creu del Grau ,Camins al Grau,75.0,2,1,None,39.4607573,-0.3453208,109000.0
calle de Juan de Celaya,L'Hort de Senabre ,Jesús,68.0,3,1,None,39.4516642,-0.38596290000000005,63000.0
Carrer de Linares,Nou Moles ,L'Olivereta,87.0,3,1,None,39.4686935,-0.3931946,109000.0
calle de San Rafael,La Malva-rosa ,Poblats Marítims,81.0,3,1,None,39.478674600000005,-0.32794850000000003,65000.0
calle del Castillo de Corbera,La Torre ,Pobles del Sud,74.0,3,1,None,39.4363977,-0.393471,55000.0
Mercado ,Benimàmet ,Pobles de l'Oest,92.0,3,1,None,39.498883500000005,-0.4179833492065862,62000.0
Ruzafa,Russafa ,L'Eixample,72.0,3,2,None,39.46203975,-0.37139256693932426,105000.0
Carrer de Llanera de Ranes,L'Hort de Senabre ,Jesús,111.0,3,2,None,39.4540223,-0.3907952,129500.0
Avinguda de Pius XII,El Calvari ,Campanar,102.0,4,1,None,39.481069700000006,-0.3926038,129900.0
calle del Duque de Mandas,Orriols ,Rascanya,66.0,1,1,None,39.4948604,-0.37103420000000004,55000.0
Lolivereta,Tres Forques ,L'Olivereta,60.0,3,1,None,39.470655900000004,-0.39619590000000005,55000.0
Avenida del Doctor Tomás Sala,Sant Marcel·lí ,Jesús,90.0,3,1,None,39.44692979999999,-0.3903733,115000.0
calle del Horticultor Galán,Tormos ,La Saïdia,68.0,2,1,None,39.488097499999995,-0.37980040000000004,56000.0
Avinguda de la Plata,Na Rovella ,Quatre Carreres,70.0,3,1,None,39.4564207,-0.36364309999999994,105000.0
Lolivereta,La Llum ,L'Olivereta,116.0,3,1,None,39.470655900000004,-0.39619590000000005,120000.0
La Saïdia ,Tormos ,La Saïdia,70.0,3,1,None,39.487598999999996,-0.37625959999999997,65000.0
Avinguda del Doctor Waksman,En Corts ,Quatre Carreres,85.0,3,1,None,39.456708,-0.3751215,114900.0
calle de José María Haro,Beteró ,Poblats Marítims,74.0,2,1,None,39.472610100000004,-0.336898,120000.0
calle del Grabador Fabregat,Torrefiel ,Rascanya,84.0,3,1,None,39.4967238,-0.372908,42500.0
Patraix,L'Hort de Senabre ,Jesús,82.0,3,1,None,39.456528000000006,-0.3903667,109000.0
Lolivereta,Nou Moles ,L'Olivereta,81.0,3,1,None,39.470655900000004,-0.39619590000000005,75000.0
calle de Pedro de Luna,La Torre ,Pobles del Sud,99.0,4,2,None,39.4335037,-0.39048740000000004,40200.0
calle de la Flor de Mayo,Fonteta de Sant Lluís ,Quatre Carreres,94.0,3,1,None,39.4432969,-0.36747859999999993,84900.0
calle del Duque de Gaeta,Aiora ,Camins al Grau,65.0,2,1,None,39.467654100000004,-0.3491982,130000.0
Carrer de la Florista,Benicalap ,Benicalap,86.0,3,1,None,39.490300399999995,-0.39161399999999996,100000.0
Carrer del Comte de Torrefiel,Torrefiel ,Rascanya,88.0,4,1,None,39.4923599,-0.37565370000000003,66000.0
Carrer del Pintor Orrente,Benimàmet ,Pobles de l'Oest,52.0,3,1,None,39.5010364,-0.4162201,63900.0
calle de Fuerteventura,La Malva-rosa ,Poblats Marítims,90.0,3,2,None,39.4813833,-0.3284243,125000.0
Avenida del Doctor Tomás Sala,Sant Marcel·lí ,Jesús,101.0,3,1,None,39.44692979999999,-0.3903733,105000.0
calle del Litógrafo Pascual y Abad,L'Hort de Senabre ,Jesús,82.0,3,1,None,39.4508742,-0.3913893,109000.0
calle Carrer de Joan Verdeguer,El Grau ,Poblats Marítims,82.0,2,1,None,39.4587312,-0.33716430000000003,125000.0
calle de San Rafael,La Malva-rosa ,Poblats Marítims,80.0,3,1,None,39.478674600000005,-0.32794850000000003,55000.0
Camino Nuevo de Paterna,Benimàmet ,Pobles de l'Oest,128.0,4,2,None,39.4965554,-0.4215085,126800.0
calle de la Democracia,Nou Moles ,L'Olivereta,75.0,3,1,None,39.4726907,-0.4073637,72000.0
Olivereta/Hospital General,La Fontsanta ,L'Olivereta,64.0,2,1,None,39.470655900000004,-0.39619590000000005,43000.0
calle Fontanares,Safranar ,Patraix,80.0,3,1,None,39.460221399999995,-0.3942363,95000.0
Carrer de Sant Joan Bosco,Orriols ,Rascanya,83.0,3,1,None,39.497457700000005,-0.3692689,79000.0
Carrer de les Acàcies,Benicalap ,Benicalap,60.0,3,1,None,39.490992,-0.3882599,58000.0
calle de Alboraya,Trinitat ,La Saïdia,80.0,3,1,None,39.4818841,-0.3706195,129900.0
Plaza de Monistrol,Sant Marcel·lí ,Jesús,70.0,3,1,None,39.4438092,-0.3891616,60000.0
calle de Sollana,Na Rovella ,Quatre Carreres,88.0,3,1,None,39.452137,-0.3694073,94500.0
Avinguda del CID,Nou Moles ,L'Olivereta,88.0,3,1,None,39.4685471,-0.3979341,109900.0
calle de San Rafael,La Malva-rosa ,Poblats Marítims,67.0,3,1,None,39.478674600000005,-0.32794850000000003,44900.0
Carrer de les Alqueríes de Bellver,Benicalap ,Benicalap,70.0,2,1,None,39.493322799999994,-0.39618259999999994,69900.0
Carrer de Sant Joan Bosco,Orriols ,Rascanya,60.0,2,1,None,39.497457700000005,-0.3692689,50000.0
Carrer de la Florista,Benicalap ,Benicalap,55.0,3,1,None,39.490300399999995,-0.39161399999999996,60000.0
calle José Grollo,Benicalap ,Benicalap,102.0,4,2,None,39.489005299999995,-0.3880194,85000.0
La Zaidia,Sant Antoni ,La Saïdia,79.0,3,1,None,39.487598999999996,-0.37625959999999997,102000.0
calle de Campos Crespo,Sant Isidre ,Patraix,94.0,3,1,None,39.4552466,-0.3975248,100110.0
calle del Maestro Alberto Luz,Benimàmet ,Pobles de l'Oest,96.0,5,2,None,39.5028282,-0.41836190000000006,75000.0
Carrer de la Florista,Benicalap ,Benicalap,58.0,3,1,None,39.490300399999995,-0.39161399999999996,60000.0
La Fuensanta,La Fontsanta ,L'Olivereta,64.0,3,1,None,39.46498270000001,-0.4082254,43000.0
Carrer de Pedro Cabanes,Torrefiel ,Rascanya,70.0,3,1,None,39.4953518,-0.3726184,75000.0
calle de la Democracia,Nou Moles ,L'Olivereta,73.0,2,1,None,39.4726907,-0.4073637,102000.0
Plaza de la Colonia Española de Méjico,La Fontsanta ,L'Olivereta,58.0,3,1,None,39.463700200000005,-0.41002269999999996,84300.0
Marxalenes,Tormos ,La Saïdia,61.0,2,1,None,39.487948100000004,-0.3838063,55000.0
Algirós,Aiora ,Camins al Grau,73.0,3,1,None,39.46979,-0.3533645589442029,66500.0
calle de Josep Melià Pigmalion,Marxalenes ,La Saïdia,96.0,3,2,None,39.4880954,-0.386198,126000.0
calle de Villanueva de Castellón,Tormos ,La Saïdia,61.0,2,1,None,39.488707399999996,-0.3790048,55000.0
Plaza de Monistrol,Sant Marcel·lí ,Jesús,70.0,3,1,None,39.4438092,-0.3891616,57100.0
Plaza del Poeta Miguel Hernández,Na Rovella ,Quatre Carreres,71.0,3,1,None,39.45537690000001,-0.3650618518706775,51300.0
Lolivereta,Nou Moles ,L'Olivereta,87.0,3,1,None,39.470655900000004,-0.39619590000000005,123000.0
Plaza de la Colonia Española de Méjico,La Fontsanta ,L'Olivereta,64.0,2,1,None,39.463700200000005,-0.41002269999999996,40000.0
calle de Vicente Brull,El Cabanyal-El Canyamelar ,Poblats Marítims,86.0,3,1,None,39.465805700000004,-0.33255419999999997,90000.0
calle de Montesa,Favara ,Patraix,50.0,1,1,None,39.4552854,-0.3938988,127900.0
calle de Fray Pedro Vives,Morvedre ,La Saïdia,71.0,3,1,None,39.486619399999995,-0.3734091,115500.0
Carrer de Sant Joan Bosco,Orriols ,Rascanya,49.0,2,1,None,39.497457700000005,-0.3692689,55000.0
calle de Silla,Benimàmet ,Pobles de l'Oest,92.0,2,1,None,39.499361799999996,-0.42014359999999995,103000.0
CC Aqua,La Creu del Grau ,Camins al Grau,90.0,3,1,None,39.4565441,-0.3457117,120000.0
Carrer del Picaio,Benicalap ,Benicalap,51.0,2,1,None,39.4907691,-0.3875852,46000.0
calle de Fray Pedro Vives,Morvedre ,La Saïdia,81.0,3,1,None,39.486619399999995,-0.3734091,115500.0
calle San Juan de La Peña,Orriols ,Rascanya,59.0,1,1,None,39.4956023,-0.3691913,63000.0
calle de Pedro Juan Núñez,L'Amistat ,Algirós,69.0,3,1,None,39.4736714,-0.35109819999999997,115000.0
calle de San Rafael,La Malva-rosa ,Poblats Marítims,55.0,3,1,None,39.478674600000005,-0.32794850000000003,47500.0
Tres Forques,Nou Moles ,L'Olivereta,86.0,3,1,None,39.4654122,-0.4024209,94900.0
calle Pedro Patricio Mey,Torrefiel ,Rascanya,65.0,3,1,None,39.4924092,-0.37782009999999994,67000.0
calle San Juan de La Peña,Orriols ,Rascanya,79.0,3,1,None,39.4956023,-0.3691913,71000.0
calle de Francisco Moreno Usedo,Nou Moles ,L'Olivereta,122.0,4,1,None,39.472195,-0.397144,84000.0
Carrer del Periodista Gil Sumbiela,Benicalap ,Benicalap,102.0,3,1,None,39.4934831,-0.3898259,125000.0
Avinguda del CID,Nou Moles ,L'Olivereta,98.0,3,2,None,39.4685471,-0.3979341,118900.0
Monteolivete,Montolivet ,Quatre Carreres,74.0,3,1,None,39.459287700000004,-0.36202140000000005,81000.0
Avinguda de Pérez Galdós,Arrancapins ,Extramurs,76.0,3,1,None,39.468856200000005,-0.391392,119900.0
Avenida de Gaspar Aguilar,L'Hort de Senabre ,Jesús,96.0,4,1,None,39.456520000000005,-0.39012640000000004,115000.0
calle del Padre Pedro Velasco,La Malva-rosa ,Poblats Marítims,65.0,3,1,None,39.4787807,-0.329131,47537.0
Carrer de l'Arquitecte Tolsá,Orriols ,Rascanya,102.0,4,1,None,39.4941623,-0.36836090000000005,66300.0
calle de Justo Vilar,El Cabanyal-El Canyamelar ,Poblats Marítims,70.0,2,1,None,39.4674329,-0.3336967,129000.0
Carrer de l'Arquitecte Tolsá,Orriols ,Rascanya,70.0,3,1,None,39.4941623,-0.36836090000000005,72000.0
Carrer de l'Escultor Piquer,Torrefiel ,Rascanya,83.0,3,1,None,39.4921541,-0.37657579999999996,88500.0
calle de Soria,Sant Marcel·lí ,Jesús,88.0,3,1,None,39.4456972,-0.3880012,69000.0
calle de Vicente Brull,El Cabanyal-El Canyamelar ,Poblats Marítims,66.0,2,1,None,39.465805700000004,-0.33255419999999997,90000.0
Avenida Amado Granell Mesado,Na Rovella ,Quatre Carreres,88.0,3,1,None,39.4597989,-0.36550509999999997,99000.0
Nazaret,Natzaret ,Poblats Marítims,72.0,3,1,None,39.450216600000005,-0.33261640000000003,58000.0
calle Fuente Encarroz,La Malva-rosa ,Poblats Marítims,71.0,2,1,None,39.4813465,-0.32674570000000003,109900.0
calle de Conchita Piquer,Benicalap ,Benicalap,81.0,2,1,None,39.4864508,-0.39125679999999996,71000.0
Torrefiel,Orriols ,Rascanya,84.0,2,1,None,39.4946478,-0.376130279007177,96000.0
Avinguda Real de Madrid,La Torre ,Pobles del Sud,140.0,4,2,None,39.429821200000006,-0.39292,110000.0
La Olivereta,Soternes ,L'Olivereta,69.0,3,1,None,39.470655900000004,-0.39619590000000005,69500.0
calle de la Campana,El Castellar-L'Oliveral ,Pobles del Sud,84.0,3,1,None,39.429969,-0.36212990000000006,68500.0
Carrer de la Florista,Beniferri ,Pobles de l'Oest,70.0,3,1,None,39.4971594,-0.4001166,81900.0
Avenida de Francia,El Grau ,Poblats Marítims,66.0,3,1,None,39.4581509,-0.3346157,97900.0
calle de Sollana,Na Rovella ,Quatre Carreres,3.0,1,1,None,39.452137,-0.3694073,94500.0
La Malvarrosa,La Malva-rosa ,Poblats Marítims,79.0,2,1,None,39.4792914,-0.3235806674213336,125000.0
Monteolivete,Montolivet ,Quatre Carreres,75.0,3,1,None,39.459287700000004,-0.36202140000000005,103000.0
calle de la Democracia,Nou Moles ,L'Olivereta,73.0,2,1,None,39.4726907,-0.4073637,79900.0
calle CV,Cases de Bàrcena ,Pobles del Nord,85.0,3,1,None,39.55767245,-0.2997203393287444,46000.0
calle del Duque de Gaeta,Aiora ,Camins al Grau,70.0,2,1,None,39.467654100000004,-0.3491982,90000.0
calle de Joaquín Navarro,La Creu Coberta ,Jesús,70.0,2,1,None,39.4530162,-0.38808909999999996,84000.0
calle de Vicente Brull,El Cabanyal-El Canyamelar ,Poblats Marítims,86.0,3,1,None,39.465805700000004,-0.33255419999999997,90000.0
